Admission grade,Age at enrollment,Application Mode,Application order,Course,Curricular units 1st sem (approved),Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Daytime/evening attendance,Debtor,Displaced,Educational special needs,Father's occupation,Father's qualification,Sum of GDP,Gender,Inflation rate,International,Marital status,Mother's occupation,Mother's qualification,Nationality Desc,Previous qualification,Previous qualification (grade),Scholarship holder,Target,Tuition fees up to date,Unemployment rate
117.4,19,3rd phase - general contingent,1,Basic Education,0,0,6,0,0,0,0,0,6,0,0,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,2.02,Female,0.6,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,123,No,Dropout,Yes,11.1
113.5,19,3rd phase - general contingent,1,Basic Education,6,0,7,10,12.16666667,0,6,0,7,9,13.16666667,0,Daytime,No,Yes,No,Student,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,1.79,Female,0.5,No,Single,Administrative staff,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,117,No,Graduate,Yes,12.4
116.8,19,3rd phase - general contingent,3,Basic Education,4,0,6,10,12,0,0,0,6,12,0,0,Daytime,No,Yes,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,1.74,Male,1.4,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,128,No,Dropout,No,10.8
126.8,18,3rd phase - general contingent,2,Basic Education,5,0,6,7,12.6,0,6,0,6,6,13,0,Daytime,No,Yes,No,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.74,Male,1.4,No,Single,Intermediate Level Technicians and Professions,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,168,No,Enrolled,Yes,10.8
113.7,19,3rd phase - general contingent,2,Basic Education,5,0,7,11,12.2,0,0,0,7,13,0,0,Daytime,Yes,Yes,No,Administrative staff,Basic education 1st cycle (4th/5th year) or equivalent,1.79,Female,0.5,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,120,No,Dropout,No,12.4
106,21,3rd phase - general contingent,1,Basic Education,7,0,7,7,13,0,6,0,7,8,12.5,0,Daytime,Yes,Yes,No,Assembly workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,3.51,Female,1.4,No,Single,"Office workers, secretaries, data processing operators",Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,133.1,No,Enrolled,Yes,8.9
111.4,20,3rd phase - general contingent,4,Basic Education,0,0,7,9,0,0,0,0,6,6,0,0,Daytime,Yes,Yes,No,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic education 1st cycle (4th/5th year) or equivalent,2.02,Female,0.6,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,118,No,Dropout,No,11.1
117.5,20,3rd phase - general contingent,5,Basic Education,2,0,6,14,12,0,3,0,6,14,11.66666667,0,Daytime,Yes,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.74,Female,1.4,No,Single,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,121,No,Dropout,No,10.8
123.7,20,3rd phase - general contingent,2,Basic Education,5,0,6,11,13.2,0,4,0,6,8,10.75,0,Daytime,Yes,Yes,No,Specialists in Intellectual and Scientific Activities,Higher Education - Degree,1.74,Female,1.4,No,Single,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,123,No,Dropout,No,10.8
121.4,18,3rd phase - general contingent,3,Communication Design,2,0,6,6,12,0,1,0,6,6,11,0,Daytime,No,No,No,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,-3.12,Female,-0.8,No,Single,Intermediate Level Technicians and Professions,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,134,No,Dropout,Yes,9.4
141.6,19,3rd phase - general contingent,1,Communication Design,11,6,12,12,13.09090909,0,11,5,11,12,12.08333333,0,Daytime,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,1.74,Female,1.4,No,Single,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,143,Yes,Graduate,Yes,10.8
119.9,18,3rd phase - general contingent,2,Communication Design,5,0,6,8,11,0,4,0,6,6,10.75,0,Daytime,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-3.12,Male,-0.8,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,122,No,Graduate,Yes,9.4
161.2,18,3rd phase - general contingent,3,Communication Design,6,1,6,8,13.71428571,1,6,0,6,8,14.375,0,Daytime,No,Yes,No,Intermediate Level Technicians and Professions,Secondary Education - 12th Year of Schooling or Equivalent,0.79,Female,-0.3,No,Single,"Personal Services, Security and Safety Workers and Sellers",Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,164,No,Graduate,Yes,13.9
122.3,19,3rd phase - general contingent,3,Communication Design,6,0,6,6,12.16666667,0,0,0,6,6,0,0,Daytime,No,Yes,No,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,-4.06,Female,2.8,No,Single,"Personal Services, Security and Safety Workers and Sellers",Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,131,No,Dropout,No,15.5
125.1,19,3rd phase - general contingent,3,Communication Design,6,0,6,6,12.66666667,0,6,0,6,6,13,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,-4.06,Female,2.8,No,Single,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,138,Yes,Graduate,Yes,15.5
130.8,19,3rd phase - general contingent,3,Communication Design,0,0,6,0,0,0,0,0,6,0,0,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,-1.7,Male,3.7,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,142,No,Dropout,No,12.7
127.9,20,3rd phase - general contingent,1,Communication Design,0,0,6,6,0,0,0,0,6,6,0,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,-3.12,Male,-0.8,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,117,No,Dropout,Yes,9.4
137.8,18,3rd phase - general contingent,1,Equinculture,5,0,6,11,13.6,0,3,0,6,13,12.66666667,0,Daytime,No,No,No,Specialists in Intellectual and Scientific Activities,Higher Education - Degree,0.79,Male,-0.3,No,Single,"Personal Services, Security and Safety Workers and Sellers",Higher Education - Degree,Portuguese,Secondary education,146,No,Dropout,Yes,13.9
121.7,18,3rd phase - general contingent,1,Equinculture,4,0,5,7,11.5,0,5,0,5,5,12.4,0,Daytime,No,Yes,No,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.74,Female,1.4,No,Single,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,135,Yes,Graduate,Yes,10.8
147.7,18,3rd phase - general contingent,1,Informatics Engineering,0,0,5,5,0,0,0,0,5,5,0,0,Daytime,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-3.12,Male,-0.8,No,Single,Intermediate Level Technicians and Professions,Higher Education - Degree,Portuguese,Secondary education,148,Yes,Dropout,Yes,9.4
122.7,18,3rd phase - general contingent,2,Informatics Engineering,5,0,5,7,12.6,0,3,0,5,9,13.25,0,Daytime,No,Yes,No,Administrative staff,Higher Education - Bachelor's Degree,0.79,Male,-0.3,No,Single,"Personal Services, Security and Safety Workers and Sellers",Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,136,No,Dropout,Yes,13.9
111,18,3rd phase - general contingent,3,Informatics Engineering,4,0,5,10,11.6,0,3,0,5,9,14.2,0,Daytime,No,Yes,No,Installation and Machine Operators and Assembly Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.79,Male,0.5,No,Single,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,111,No,Dropout,Yes,12.4
125.2,19,3rd phase - general contingent,5,Informatics Engineering,5,0,5,9,11.83333333,0,5,0,5,9,14.71428571,0,Daytime,No,Yes,No,Intermediate Level Technicians and Professions,Higher Education - Bachelor's Degree,1.79,Male,0.5,No,Single,Specialists in Intellectual and Scientific Activities,Higher Education - Degree,Portuguese,Secondary education,136,No,Enrolled,Yes,12.4
105.6,20,3rd phase - general contingent,1,Informatics Engineering,5,0,5,7,12.16666667,0,5,0,5,7,15.28571429,0,Daytime,No,Yes,No,Intermediate Level Technicians and Professions,Secondary Education - 12th Year of Schooling or Equivalent,1.79,Male,0.5,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,108,No,Graduate,Yes,12.4
132.4,18,3rd phase - general contingent,1,Informatics Engineering,1,0,5,5,16,0,0,0,5,5,0,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,-3.12,Male,-0.8,No,Single,"Skilled Workers in Industry, Construction and Craftsmen",Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,146,No,Dropout,Yes,9.4
116.1,24,3rd phase - general contingent,1,Informatics Engineering,0,0,5,8,0,0,0,0,5,5,0,0,Daytime,Yes,Yes,No,Intermediate Level Technicians and Professions,Secondary Education - 12th Year of Schooling or Equivalent,-3.12,Male,-0.8,No,Single,Other Situation,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,122,No,Dropout,No,9.4
124.9,18,3rd phase - general contingent,4,Informatics Engineering,3,0,5,11,10.66666667,0,3,0,5,9,11.33333333,0,Daytime,Yes,Yes,No,"Workers in food processing, woodworking, clothing industries",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,3.51,Male,1.4,No,Single,Meal preparation assistants,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,134,No,Enrolled,Yes,8.9
126.8,21,3rd phase - general contingent,1,Journalism and Communication,5,0,6,8,13.83333333,0,4,0,6,6,14,0,Daytime,No,No,No,Installation and Machine Operators and Assembly Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.79,Male,-0.3,No,Single,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,124,Yes,Graduate,Yes,13.9
129.8,18,3rd phase - general contingent,1,Journalism and Communication,6,0,6,6,12.66666667,0,6,0,6,6,11.83333333,0,Daytime,No,No,No,Intermediate Level Technicians and Professions,Secondary Education - 12th Year of Schooling or Equivalent,-1.7,Female,3.7,No,Single,Intermediate Level Technicians and Professions,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,135,Yes,Dropout,Yes,12.7
122.2,18,3rd phase - general contingent,1,Journalism and Communication,5,0,6,7,12.6,0,5,0,6,6,11.8,0,Daytime,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,2.02,Female,0.6,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,125,No,Enrolled,No,11.1
121.3,20,3rd phase - general contingent,4,Journalism and Communication,5,0,6,12,12,0,6,0,6,8,11.57142857,0,Daytime,No,Yes,No,Administrative staff,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-4.06,Female,2.8,No,Single,Administrative staff,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,130,No,Dropout,Yes,15.5
109,20,3rd phase - general contingent,2,Journalism and Communication,0,0,6,6,0,0,0,0,6,0,0,0,Daytime,No,Yes,No,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,3.51,Female,1.4,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,109,No,Dropout,No,8.9
153,18,3rd phase - general contingent,1,Journalism and Communication,1,0,6,6,11,0,0,0,6,0,0,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,3.51,Male,1.4,No,Single,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,167,Yes,Dropout,Yes,8.9
119.1,22,3rd phase - general contingent,2,Journalism and Communication,5,0,6,8,11.6,0,6,0,6,7,12,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-3.12,Female,-0.8,Yes,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Guinean,Secondary education,132,Yes,Graduate,Yes,9.4
121.5,19,3rd phase - general contingent,1,Journalism and Communication,6,0,6,6,13.83333333,0,6,0,6,6,14.5,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Secondary Education - 12th Year of Schooling or Equivalent,3.51,Male,1.4,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,125,No,Graduate,Yes,8.9
111.6,21,3rd phase - general contingent,4,Journalism and Communication,6,0,6,6,12.5,0,6,0,6,6,11.5,0,Daytime,No,Yes,No,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,2.02,Female,0.6,No,Single,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,114,Yes,Graduate,Yes,11.1
122.1,19,3rd phase - general contingent,3,Journalism and Communication,4,0,6,9,12.5,0,6,0,6,6,11.33333333,0,Daytime,No,Yes,No,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,1.74,Male,1.4,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,128,No,Dropout,Yes,10.8
131,22,3rd phase - general contingent,1,Management,3,0,5,11,13.66666667,0,3,0,5,10,11.33333333,0,Daytime,No,No,No,Other Situation,Unknown,-3.12,Male,-0.8,No,Single,Other Situation,Unknown,Portuguese,Secondary education,131,No,Dropout,Yes,9.4
101.7,20,3rd phase - general contingent,2,Management,5,0,5,6,11.8,0,5,0,5,6,11.6,0,Daytime,No,Yes,No,"Data, accounting, statistical, financial and registry operators",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,3.51,Female,1.4,No,Single,Cleaning workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,102,Yes,Graduate,Yes,8.9
137.6,19,3rd phase - general contingent,1,Management,5,0,5,6,12.6,0,5,0,5,8,11.25,0,Daytime,No,Yes,No,Installation and Machine Operators and Assembly Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.74,Female,1.4,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,160,Yes,Graduate,Yes,10.8
108.7,21,3rd phase - general contingent,2,Management,3,0,5,8,12,1,3,0,5,9,12.66666667,0,Daytime,No,Yes,No,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,-3.12,Female,-0.8,No,Single,"Personal Services, Security and Safety Workers and Sellers",Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,115,No,Enrolled,Yes,9.4
101.8,24,3rd phase - general contingent,1,Management,5,0,5,5,10.8,0,2,0,5,11,11,0,Daytime,No,Yes,No,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,1.74,Female,1.4,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,100,No,Enrolled,Yes,10.8
121.7,19,3rd phase - general contingent,1,Management,5,0,5,8,11,0,5,0,5,6,15.4,0,Daytime,No,Yes,No,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.79,Female,0.5,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,128,No,Graduate,Yes,12.4
115.8,19,3rd phase - general contingent,1,Management,5,0,5,7,11.6,0,5,0,5,5,11.6,0,Daytime,No,Yes,No,"Personal Services, Security and Safety Workers and Sellers",Higher Education - Degree,1.79,Female,0.5,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,121,Yes,Graduate,Yes,12.4
112,20,3rd phase - general contingent,1,Management,0,0,5,5,0,0,0,0,5,0,0,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,-3.12,Male,-0.8,No,Single,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,119,No,Dropout,No,9.4
132.2,18,3rd phase - general contingent,2,Management,5,0,5,8,13.75,0,5,0,5,6,12.16666667,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,0.79,Female,-0.3,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,143,Yes,Graduate,Yes,13.9
101,23,3rd phase - general contingent,3,Management,0,0,5,0,0,0,0,0,5,0,0,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,3.51,Male,1.4,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,133.1,No,Dropout,No,8.9
139.3,20,3rd phase - general contingent,1,Management,0,0,5,0,0,0,0,0,5,0,0,0,Daytime,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Secondary Education - 12th Year of Schooling or Equivalent,1.79,Male,0.5,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,147,No,Dropout,Yes,12.4
119.9,34,3rd phase - general contingent,4,Management,0,0,5,5,0,0,0,0,5,0,0,0,Daytime,No,Yes,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,-3.12,Female,-0.8,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,130,No,Dropout,No,9.4
124.3,20,3rd phase - general contingent,2,Management,4,0,5,7,10.75,0,3,0,5,12,10.57142857,0,Daytime,No,Yes,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,1.74,Male,1.4,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,140,No,Dropout,Yes,10.8
